Group,Genome,K00002,K00003,K00005,K00007,K00008,K00009,K00010,K00013,K00014,K00015,K00016,K00018,K00019,K00020,K00021,K00023,K00024,K00027,K00029,K00030,K00031,K00032,K00033,K00035,K00057,K00065,K00091,K00097,K00128,K00208,K00228,K00231,K00287,K00311,K00320,K00341,K00383,K00392,K00411,K00413,K00432,K00457,K00459,K00477,K00483,K00537,K00558,K00560,K00568,K00571
seawater,seawater_seasim_SB9156_S5_bin_14,0,7.692,0,0,15.385,0,0,7.692,15.385,0,0,0,0,0,0,0,7.692,0,7.692,0,7.692,0,0,0,7.692,0,0,0,0,7.692,0,0,0,0,0,7.692,0,0,0,0,0,0,0,0,0,7.692,0,0,0,0
sponge,IRC_PAM_SB0662_bin_20,0,3.846,0,0,0,0,0,3.846,3.846,11.538,0,0,0,11.538,0,0,3.846,0,0,3.846,0,0,3.846,0,3.846,7.692,0,0,0,3.846,0,0,0,0,3.846,7.692,0,0,0,0,0,0,0,0,0,0,3.846,0,0,23.077
sponge,RHO1_bin_15,0,2.273,0,0,4.545,0,4.545,2.273,2.273,4.545,0,0,0,2.273,0,0,2.273,0,2.273,0,2.273,0,2.273,0,0,2.273,2.273,0,4.545,2.273,0,2.273,0,0,6.818,4.545,0,2.273,0,0,0,0,0,2.273,0,0,4.545,0,0,34.091
seawater,seawater_seasim_SB9156_S5_bin_6,0,4.545,0,0,0,0,0,4.545,4.545,0,0,0,0,4.545,0,0,4.545,0,4.545,0,0,0,0,0,4.545,0,4.545,4.545,9.091,4.545,4.545,0,4.545,4.545,0,0,4.545,0,4.545,4.545,4.545,0,0,0,0,4.545,0,4.545,4.545,0
sponge,RHO1_bin_14,0,1.887,0,0,3.774,0,7.547,1.887,1.887,1.887,0,0,0,0,0,0,1.887,0,1.887,0,1.887,1.887,1.887,0,0,1.887,1.887,0,3.774,1.887,0,1.887,0,0,5.66,3.774,0,1.887,0,0,0,0,0,1.887,0,0,5.66,0,0,41.509
sponge,IRC_PAM_SB0662_bin_21,0,4.545,0,0,9.091,0,0,4.545,4.545,9.091,0,0,0,9.091,0,0,4.545,4.545,0,4.545,0,0,0,0,4.545,4.545,4.545,0,0,0,0,0,0,0,4.545,9.091,0,0,0,0,0,0,0,0,4.545,0,9.091,0,0,4.545
sponge,RHO1_bin_28,0,3.571,0,0,14.286,0,7.143,3.571,3.571,0,0,3.571,3.571,0,0,0,7.143,0,0,0,3.571,0,0,0,0,3.571,0,0,0,0,0,3.571,3.571,0,0,7.143,0,3.571,0,0,0,0,0,17.857,0,3.571,0,3.571,0,3.571
sponge,IRC_PAM_SB0662_bin_35,0,2.222,0,0,6.667,0,4.444,2.222,2.222,2.222,0,2.222,0,2.222,0,0,4.444,0,0,0,2.222,0,2.222,0,0,2.222,0,0,0,0,0,2.222,2.222,0,0,4.444,0,2.222,0,0,0,0,0,8.889,0,0,6.667,2.222,0,35.556
sponge,IRC4_bin_9,0,3.571,0,0,0,0,3.571,3.571,3.571,0,0,0,3.571,7.143,0,0,3.571,0,0,0,3.571,0,0,0,3.571,10.714,0,0,7.143,3.571,0,3.571,0,0,7.143,7.143,0,0,0,0,0,0,0,3.571,0,3.571,10.714,0,0,7.143
sponge,COS36405_bin_5,0,4.0,0,0,4.0,0,4.0,4.0,8.0,0,4.0,4.0,0,4.0,0,0,4.0,0,0,0,4.0,0,4.0,0,0,0,0,0,8.0,8.0,0,4.0,0,0,0,8.0,0,4.0,0,0,4.0,4.0,0,0,0,0,4.0,0,4.0,4.0
sponge,CAR3_bin_12,0,3.125,0,0,0,0,0,3.125,3.125,3.125,0,3.125,0,3.125,0,6.25,3.125,0,3.125,0,3.125,0,0,0,3.125,0,0,3.125,0,3.125,3.125,3.125,3.125,3.125,0,3.125,3.125,0,3.125,3.125,0,0,3.125,3.125,3.125,0,0,3.125,3.125,15.625
sponge,PER4_bin_1,0,7.143,7.143,0,0,0,0,7.143,7.143,0,0,0,0,7.143,0,0,0,0,0,0,7.143,0,7.143,0,0,0,0,7.143,7.143,7.143,0,0,0,0,0,0,7.143,7.143,0,0,7.143,0,0,0,0,7.143,0,0,0,0
sponge,CLI3_bin_1,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,6.25,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,25.0
sponge,CAR1_bin_6,0,2.564,0,2.564,5.128,0,0,2.564,2.564,2.564,0,0,2.564,5.128,0,2.564,2.564,0,2.564,0,2.564,0,0,0,2.564,0,0,2.564,5.128,5.128,2.564,0,0,2.564,0,2.564,2.564,0,2.564,2.564,0,2.564,0,0,0,0,10.256,0,2.564,17.949
sponge,Aquimarina_spAU119,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,5.0,0,5.0,0,10.0,0,5.0,0,5.0,5.0,0,5.0,10.0,5.0,5.0,0,5.0,0,0,0,0,5.0,0,0,0,5.0,0,0,0,5.0,5.0,5.0,0,0
sponge,RHO2_bin_26,0,2.778,0,0,0,0,0,2.778,2.778,0,0,0,0,5.556,0,0,2.778,2.778,0,0,2.778,0,0,0,2.778,0,0,0,2.778,2.778,0,2.778,0,0,25.0,5.556,0,0,0,0,0,0,0,2.778,2.778,2.778,16.667,0,0,11.111
sponge,IRC_PAM_SB0670_bin_39,0,0,0,0,8.333,0,0,4.167,4.167,4.167,0,0,0,4.167,4.167,0,4.167,0,0,8.333,4.167,0,0,0,4.167,0,4.167,0,8.333,4.167,4.167,4.167,4.167,0,0,0,4.167,4.167,0,0,0,4.167,0,0,0,0,0,4.167,0,4.167
sponge,COS3_bin_13,0,0,0,0,4.762,0,0,4.762,4.762,4.762,0,0,0,0,4.762,0,4.762,0,0,9.524,4.762,0,0,0,4.762,0,4.762,0,4.762,4.762,4.762,4.762,4.762,0,0,0,4.762,4.762,0,0,0,4.762,0,0,0,0,0,4.762,0,4.762
sponge,GCA_001543015,0,5.556,0,0,5.556,0,0,5.556,5.556,5.556,0,0,0,5.556,0,0,11.111,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,5.556,0,0,0,0,0,0,0,5.556,5.556,0,0,27.778
sponge,APA_bin_26,0,0,0,0,3.704,0,3.704,3.704,3.704,3.704,0,0,0,3.704,0,0,3.704,0,0,0,3.704,0,3.704,0,3.704,0,3.704,3.704,3.704,3.704,0,3.704,3.704,0,0,3.704,0,0,0,0,0,0,0,0,0,0,22.222,3.704,0,11.111
sponge,APA_bin_7,0,2.326,0,0,0,0,4.651,2.326,2.326,0,0,0,0,2.326,0,2.326,4.651,2.326,0,0,4.651,0,0,0,2.326,0,0,0,2.326,2.326,0,2.326,0,0,37.209,4.651,0,0,0,0,0,0,0,2.326,2.326,2.326,6.977,0,0,6.977
sponge,APA_bin_32,0,5.263,0,0,0,0,0,5.263,5.263,0,0,0,0,0,0,5.263,5.263,5.263,0,5.263,0,0,5.263,0,5.263,0,5.263,0,0,5.263,0,0,0,0,5.263,10.526,0,0,0,0,0,0,0,0,0,0,0,0,0,26.316
sponge,IRC_PAM_SB0676_bin_26,0,0,0,0,0,0,0,5.556,5.556,5.556,0,0,0,5.556,0,0,5.556,0,5.556,5.556,5.556,0,0,0,5.556,0,0,5.556,16.667,5.556,0,5.556,0,5.556,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556
sponge,CAR4_bin_9,0,2.778,0,0,0,0,0,2.778,2.778,2.778,0,2.778,0,2.778,0,5.556,2.778,0,2.778,0,2.778,0,0,0,2.778,0,0,2.778,0,2.778,2.778,2.778,2.778,2.778,0,2.778,2.778,0,2.778,2.778,0,0,2.778,2.778,2.778,0,2.778,2.778,2.778,22.222
sponge,IRC1_bin_6,0,0,0,0,4.0,0,4.0,4.0,4.0,4.0,0,0,0,4.0,4.0,0,4.0,0,0,0,4.0,0,4.0,0,4.0,0,4.0,4.0,4.0,4.0,0,4.0,4.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,24.0
sponge,COS36387_bin_14,3.226,3.226,0,0,0,0,3.226,0,3.226,3.226,3.226,0,3.226,6.452,0,3.226,3.226,0,3.226,0,3.226,0,3.226,0,3.226,0,0,3.226,9.677,6.452,0,0,3.226,3.226,0,3.226,3.226,0,3.226,0,0,3.226,3.226,0,0,3.226,3.226,3.226,0,0
sponge,IRC_PAM_SB0664_bin_16,0,2.128,0,0,4.255,0,2.128,2.128,2.128,2.128,0,0,0,0,0,0,2.128,0,2.128,0,2.128,2.128,2.128,0,0,2.128,2.128,0,4.255,2.128,0,2.128,0,0,4.255,4.255,0,2.128,0,0,0,0,0,0,0,0,2.128,0,0,48.936
sponge,IRC_PAM_SB0675_bin_14,0,0,0,0,12.5,0,0,4.167,4.167,12.5,0,4.167,0,4.167,0,0,4.167,0,0,0,4.167,0,4.167,0,0,12.5,0,0,4.167,0,0,4.167,0,0,0,4.167,0,0,0,0,0,0,0,12.5,0,0,4.167,0,0,4.167
sponge,IRC3_bin_18,0,0,0,0,10.714,0,0,3.571,3.571,10.714,0,3.571,0,3.571,0,0,3.571,0,0,0,3.571,0,3.571,0,0,10.714,0,0,3.571,0,0,3.571,0,0,0,3.571,0,0,0,0,0,0,0,7.143,0,0,0,0,0,25.0
seawater,seawater_22112_bin_14,0,8.0,0,0,8.0,0,4.0,4.0,0,4.0,4.0,0,0,4.0,0,0,4.0,0,0,0,4.0,0,4.0,0,0,0,0,0,12.0,8.0,0,4.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,0,0,4.0,0,4.0,4.0,4.0
seawater,seawater_22112_bin_28,0,3.704,0,0,0,0,3.704,3.704,3.704,0,0,0,0,3.704,0,3.704,3.704,0,3.704,0,3.704,0,0,0,3.704,0,0,3.704,14.815,7.407,3.704,0,0,3.704,0,3.704,3.704,0,3.704,3.704,3.704,3.704,0,0,0,3.704,0,0,3.704,0
sponge,RHO3_bin_72,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,8.333,8.333,0,0,0,0,8.333,0,0,8.333,25.0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,8.333,0,0,0,8.333,0,0,8.333
seawater,seawater_22112_bin_10,0,3.125,0,0,0,0,0,3.125,3.125,3.125,0,0,3.125,3.125,0,0,3.125,0,3.125,0,0,0,0,0,3.125,3.125,0,0,0,6.25,3.125,0,3.125,0,0,0,12.5,0,3.125,6.25,0,3.125,9.375,0,0,6.25,6.25,3.125,3.125,3.125
sponge,RHO3_bin_66,0,5.263,0,0,5.263,0,5.263,5.263,0,5.263,0,5.263,0,0,0,0,5.263,0,0,0,5.263,0,5.263,0,0,0,5.263,0,0,0,0,5.263,0,0,0,0,0,5.263,0,0,0,0,0,21.053,5.263,0,0,0,0,10.526
sponge,GCA_001007665,0,5.556,5.556,0,0,0,0,5.556,5.556,0,0,0,0,0,0,0,0,0,0,0,5.556,0,5.556,0,5.556,0,0,11.111,5.556,5.556,5.556,0,0,0,0,0,5.556,5.556,0,0,0,0,0,0,0,0,5.556,0,0,16.667
sponge,IRC_PAM_SB0675_bin_10,0,2.778,0,0,0,0,2.778,2.778,2.778,2.778,0,2.778,0,13.889,0,5.556,5.556,0,5.556,0,2.778,0,0,0,2.778,0,0,2.778,8.333,2.778,2.778,0,2.778,2.778,0,2.778,2.778,0,2.778,2.778,0,0,0,2.778,2.778,2.778,0,2.778,2.778,0
sponge,IRC_PAM_SB0664_bin_12,0,3.333,0,0,0,0,0,3.333,3.333,0,0,0,0,3.333,0,0,3.333,0,0,3.333,3.333,0,0,0,3.333,0,0,0,0,0,3.333,0,3.333,3.333,6.667,3.333,6.667,0,3.333,3.333,3.333,3.333,0,3.333,3.333,3.333,10.0,3.333,3.333,6.667
sponge,IRC3_bin_20,0,3.704,3.704,0,0,0,0,3.704,3.704,0,0,0,0,0,0,0,0,0,0,0,3.704,0,3.704,0,3.704,0,0,3.704,3.704,3.704,3.704,0,0,0,0,0,3.704,3.704,0,0,0,0,0,0,0,0,3.704,0,0,48.148
sponge,COS36387_bin_10,0,3.704,0,0,3.704,3.704,0,3.704,7.407,7.407,0,0,3.704,7.407,0,0,3.704,3.704,0,0,3.704,0,3.704,0,3.704,0,0,0,0,3.704,0,0,0,0,11.111,7.407,0,0,0,0,0,0,0,0,0,0,0,3.704,0,14.815
sponge,IRC1_bin_2,0,4.0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,8.0,0,0,4.0,4.0,0,0,4.0,0,4.0,0,4.0,4.0,0,0,0,4.0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,0,16.0
sponge,RHO3_bin_9,0,3.03,0,0,0,0,3.03,3.03,3.03,0,0,0,0,9.091,0,0,3.03,0,0,0,3.03,0,0,0,3.03,0,0,3.03,6.061,0,3.03,0,3.03,3.03,0,3.03,3.03,0,3.03,3.03,3.03,0,0,9.091,9.091,3.03,9.091,3.03,3.03,0
sponge,GCA_001543005,0,2.941,0,0,0,0,2.941,2.941,2.941,0,0,2.941,0,5.882,0,0,2.941,0,2.941,0,2.941,0,0,0,2.941,0,0,2.941,2.941,2.941,2.941,0,2.941,2.941,0,2.941,2.941,0,2.941,2.941,0,0,0,2.941,0,0,5.882,2.941,2.941,23.529
sponge,APA_bin_3,0,2.326,0,0,0,0,0,2.326,2.326,4.651,0,0,0,13.953,0,0,2.326,0,2.326,0,2.326,0,0,0,2.326,0,2.326,2.326,0,2.326,2.326,0,0,2.326,16.279,2.326,2.326,0,2.326,2.326,0,0,2.326,0,16.279,2.326,0,2.326,2.326,2.326
sponge,IRC_PAM_SB0675_bin_3,0,3.226,0,0,0,0,3.226,3.226,3.226,0,0,0,0,9.677,0,0,3.226,0,0,0,3.226,0,0,0,3.226,0,0,3.226,3.226,0,3.226,0,3.226,3.226,0,3.226,3.226,0,3.226,3.226,0,0,0,6.452,0,3.226,12.903,3.226,3.226,9.677
sponge,APA_bin_22,0,4.167,0,0,0,0,0,4.167,4.167,8.333,0,0,0,12.5,0,8.333,4.167,0,8.333,0,0,0,0,0,0,0,0,0,4.167,4.167,4.167,0,0,0,0,4.167,4.167,0,4.167,4.167,0,0,4.167,0,4.167,0,0,0,4.167,4.167
sponge,IRC_PAM_SB0661_bin_17,0,2.174,0,0,4.348,0,2.174,2.174,2.174,2.174,0,0,0,0,0,0,2.174,0,2.174,0,2.174,2.174,2.174,0,0,2.174,2.174,2.174,4.348,2.174,0,2.174,0,0,4.348,4.348,0,2.174,0,0,0,0,0,0,0,0,2.174,0,0,45.652
sponge,IRC_PAM_SB0661_bin_3,0,5.556,0,0,0,0,0,5.556,0,0,0,0,0,0,0,5.556,11.111,0,0,0,5.556,0,0,0,5.556,0,0,0,0,5.556,0,5.556,0,5.556,0,5.556,0,5.556,0,0,0,5.556,0,0,0,0,11.111,0,0,16.667
sponge,COS36406_bin_9,0,0,0,0,11.111,0,0,3.704,3.704,3.704,0,0,0,3.704,3.704,0,3.704,0,0,7.407,3.704,0,0,0,3.704,0,7.407,0,7.407,3.704,3.704,3.704,3.704,0,0,0,3.704,3.704,0,0,0,3.704,0,0,0,0,7.407,3.704,0,0
sponge,RHO2_bin_36,0,4.0,0,0,4.0,0,4.0,4.0,4.0,8.0,0,0,0,4.0,0,0,4.0,4.0,0,0,0,0,4.0,0,4.0,8.0,4.0,0,0,4.0,0,0,0,0,8.0,0,0,0,0,0,0,0,4.0,0,16.0,4.0,0,0,0,4.0
sponge,COS3_bin_17,0,5.263,0,0,10.526,0,21.053,5.263,5.263,5.263,0,0,0,0,0,0,5.263,0,0,0,5.263,0,5.263,0,5.263,10.526,5.263,0,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263
seawater,seawater_bettina_36326_bin_1,0,3.226,0,0,0,0,0,3.226,3.226,3.226,0,0,0,12.903,0,0,3.226,0,3.226,0,3.226,0,0,0,3.226,0,0,6.452,6.452,6.452,3.226,0,3.226,3.226,0,3.226,3.226,0,3.226,3.226,3.226,3.226,3.226,0,0,0,0,3.226,3.226,3.226
sponge,RHO2_bin_22,0,2.778,0,0,2.778,0,2.778,2.778,2.778,5.556,0,0,0,0,0,0,2.778,0,2.778,0,2.778,0,2.778,0,0,2.778,2.778,0,0,2.778,0,2.778,0,0,13.889,8.333,0,2.778,0,0,0,0,0,0,0,0,8.333,0,0,25.0
seawater,seawater_22112_bin_4,0,3.226,0,0,0,0,0,3.226,3.226,3.226,0,0,0,12.903,0,0,3.226,0,3.226,0,3.226,0,0,0,3.226,0,0,6.452,6.452,6.452,3.226,0,3.226,3.226,0,3.226,3.226,0,3.226,3.226,3.226,3.226,3.226,0,0,0,0,3.226,3.226,3.226
sponge,COS36388_bin_8,0,0,0,0,0,0,0,5.882,5.882,0,5.882,5.882,0,5.882,0,0,5.882,0,0,0,5.882,0,5.882,0,0,0,0,0,11.765,5.882,0,5.882,0,0,0,11.765,0,5.882,0,0,0,5.882,0,0,0,0,0,0,0,5.882
sponge,CAR3_bin_16,0,0,0,0,5.263,0,0,5.263,5.263,5.263,0,0,0,5.263,0,0,5.263,0,0,5.263,5.263,0,5.263,0,5.263,0,5.263,5.263,5.263,5.263,0,5.263,5.263,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,5.263,0,5.263
sponge,CAR1_bin_2,0,2.326,0,2.326,0,0,2.326,2.326,2.326,2.326,0,0,4.651,9.302,0,2.326,2.326,0,2.326,0,2.326,0,0,0,0,2.326,0,4.651,4.651,4.651,2.326,0,0,2.326,0,2.326,2.326,0,2.326,2.326,0,0,0,0,2.326,0,4.651,0,2.326,23.256
sponge,COS36386_bin_3,0,3.125,0,0,0,0,0,3.125,3.125,3.125,0,3.125,0,9.375,0,0,3.125,0,3.125,0,3.125,0,0,0,3.125,3.125,0,3.125,9.375,3.125,3.125,0,3.125,3.125,0,3.125,3.125,0,3.125,3.125,0,0,3.125,3.125,3.125,3.125,3.125,3.125,3.125,0
sponge,COS36405_bin_1,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,6.25,0,0,0,18.75,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,6.25
sponge,RHO1_bin_10,0,3.03,3.03,0,12.121,0,12.121,3.03,3.03,6.061,0,0,0,3.03,0,0,3.03,0,3.03,0,3.03,0,3.03,0,0,0,6.061,0,0,0,0,3.03,0,0,0,6.061,0,3.03,0,0,0,0,3.03,0,0,3.03,9.091,0,0,9.091
sponge,IRC_PAM_SB0662_bin_19,0,6.25,0,0,6.25,0,0,6.25,6.25,0,0,0,0,6.25,0,0,6.25,6.25,6.25,6.25,6.25,0,0,0,0,0,12.5,0,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
sponge,IRC_PAM_SB0662_bin_24,0,0,0,0,8.333,0,0,4.167,4.167,4.167,0,0,0,4.167,0,0,4.167,0,0,4.167,4.167,0,4.167,0,4.167,0,4.167,4.167,4.167,4.167,0,4.167,4.167,0,0,4.167,0,0,0,0,0,0,0,0,0,0,8.333,4.167,0,12.5
sponge,RHO1_bin_39,0,2.703,0,2.703,0,0,5.405,2.703,2.703,2.703,0,0,5.405,8.108,0,2.703,2.703,0,2.703,0,2.703,0,0,0,0,2.703,0,5.405,8.108,5.405,2.703,0,0,2.703,0,2.703,2.703,0,2.703,2.703,0,0,0,0,2.703,0,5.405,0,2.703,8.108
sponge,IRC_PAM_SB0662_bin_30,0,3.448,0,0,0,0,3.448,3.448,3.448,0,0,0,3.448,3.448,0,0,3.448,0,0,0,3.448,0,0,0,3.448,6.897,0,0,3.448,3.448,0,3.448,0,0,6.897,6.897,0,0,0,0,0,0,0,3.448,0,3.448,17.241,0,0,13.793
sponge,RHO1_bin_11,0,2.222,0,0,13.333,0,4.444,2.222,2.222,2.222,0,2.222,0,2.222,0,0,4.444,0,0,0,2.222,0,2.222,0,0,4.444,0,0,0,0,0,2.222,2.222,0,0,4.444,0,2.222,0,0,0,0,0,4.444,0,0,2.222,2.222,0,35.556
seawater,seawater_seasim_SB9156_S5_bin_3,0,9.524,0,0,0,0,0,4.762,4.762,0,0,0,0,0,0,0,4.762,0,0,0,4.762,0,0,0,4.762,0,0,4.762,4.762,4.762,4.762,0,4.762,4.762,0,4.762,4.762,0,4.762,0,0,0,9.524,0,0,4.762,0,4.762,4.762,0
sponge,COS36386_bin_2,0,5.0,0,0,0,0,0,5.0,5.0,0,0,0,0,5.0,0,0,5.0,0,0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,0,0,5.0,0,0,0,15.0,0,5.0,0,0,5.0,0,0,0,0,0,10.0,0,0,15.0
sponge,CAR1_bin_3,0,3.846,0,0,0,0,0,3.846,3.846,7.692,0,3.846,0,19.231,0,3.846,3.846,0,3.846,0,3.846,0,0,0,3.846,0,0,3.846,0,3.846,3.846,0,0,3.846,0,3.846,3.846,0,3.846,3.846,0,0,0,0,0,0,0,0,3.846,3.846
sponge,CAR3_bin_17,0,2.5,0,0,2.5,0,2.5,2.5,7.5,2.5,0,0,5.0,7.5,0,2.5,5.0,0,5.0,0,2.5,0,0,0,0,0,0,2.5,5.0,5.0,2.5,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0,0,5.0,0,0,0,0,2.5,2.5,12.5
sponge,STY1_bin_5,0,7.143,0,0,7.143,0,0,7.143,7.143,0,0,0,0,0,0,0,7.143,0,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,7.143,0,0,0,0,0,0,0,0,7.143,0,0,35.714
sponge,COS36388_bin_9,0,0,0,0,11.111,0,0,3.704,3.704,3.704,0,0,0,3.704,3.704,0,3.704,0,0,7.407,3.704,0,0,0,3.704,0,7.407,0,7.407,3.704,3.704,3.704,3.704,0,0,0,3.704,3.704,0,0,0,3.704,0,0,0,0,7.407,3.704,0,0
sponge,COS3_bin_16,0,3.03,0,0,3.03,0,3.03,3.03,3.03,0,0,0,0,3.03,0,0,3.03,0,0,0,3.03,0,0,0,3.03,6.061,0,0,3.03,3.03,0,0,0,0,12.121,6.061,0,0,0,0,0,0,0,0,3.03,3.03,21.212,0,0,15.152
seawater,seawater_22112_bin_5,0,4.167,0,0,8.333,0,4.167,4.167,0,4.167,4.167,0,0,4.167,0,0,4.167,0,0,0,4.167,0,4.167,0,0,0,0,0,12.5,8.333,0,4.167,4.167,0,0,0,0,4.167,0,0,4.167,0,0,0,0,0,4.167,4.167,4.167,4.167
sponge,RHO2_bin_23,0,2.703,0,0,0,0,2.703,2.703,2.703,2.703,0,2.703,0,13.514,0,8.108,2.703,0,5.405,0,2.703,0,0,0,2.703,0,0,2.703,8.108,2.703,2.703,0,2.703,2.703,0,2.703,2.703,0,2.703,2.703,0,0,0,2.703,2.703,2.703,2.703,2.703,2.703,0
sponge,RHO2_bin_37,0,2.5,0,0,0,0,2.5,2.5,2.5,0,0,0,0,5.0,0,0,5.0,2.5,0,2.5,2.5,0,0,0,0,0,0,0,0,2.5,0,5.0,0,0,12.5,5.0,0,0,0,0,0,0,0,0,7.5,2.5,25.0,0,0,12.5
sponge,IRC_PAM_SB0661_bin_16,0,4.348,0,0,4.348,0,0,4.348,4.348,8.696,0,0,0,8.696,0,0,4.348,4.348,0,8.696,0,0,0,0,4.348,4.348,4.348,0,0,0,0,0,0,0,8.696,8.696,0,0,0,0,0,0,0,0,4.348,0,8.696,0,0,4.348
sponge,IRC_PAM_SB0661_bin_2,0,0,0,0,0,0,0,0,5.882,0,0,0,0,0,5.882,0,5.882,0,5.882,5.882,5.882,0,0,0,5.882,0,0,5.882,17.647,0,0,0,0,5.882,0,5.882,0,0,0,0,0,0,5.882,0,0,0,5.882,0,0,11.765
sponge,APA_bin_23,0,5.263,0,0,0,0,0,5.263,0,0,0,0,0,0,0,5.263,10.526,0,0,0,5.263,0,0,0,5.263,0,0,5.263,0,5.263,0,5.263,0,0,0,5.263,0,5.263,0,0,0,5.263,0,0,0,0,21.053,0,0,10.526
sponge,IRC_PAM_SB0675_bin_2,0,5.882,0,0,0,0,0,5.882,5.882,0,0,0,0,0,0,0,5.882,0,0,0,5.882,0,0,0,5.882,0,0,0,0,5.882,0,5.882,0,0,5.882,11.765,0,0,0,0,0,0,0,0,0,0,17.647,0,0,17.647
sponge,RHO3_bin_8,0,2.857,0,0,2.857,0,2.857,2.857,2.857,5.714,0,0,0,0,0,0,2.857,0,2.857,0,2.857,0,2.857,0,0,2.857,2.857,0,0,2.857,0,2.857,0,0,14.286,5.714,0,2.857,0,0,0,0,0,0,0,0,8.571,0,0,25.714
sponge,GCA_000583135,0,2.273,0,2.273,0,0,2.273,2.273,2.273,2.273,0,0,0,4.545,0,4.545,4.545,0,2.273,0,2.273,0,2.273,0,2.273,0,0,4.545,0,2.273,2.273,0,2.273,2.273,0,2.273,2.273,0,2.273,2.273,0,0,2.273,2.273,0,0,6.818,2.273,2.273,25.0
sponge,GCA_000200715,0,5.556,0,0,5.556,0,0,5.556,5.556,5.556,0,0,0,5.556,0,0,5.556,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,5.556,0,0,0,0,0,0,0,0,5.556,0,0,38.889
seawater,seawater_bettina_36326_bin_26,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,6.667,0,6.667,0,6.667,0,0,0,6.667,0,0,13.333,13.333,6.667,6.667,0,6.667,0,0,0,0,6.667,0,0,6.667,0,0,0,0,0,0,6.667,0,0
sponge,GCF_900109375,0,0,0,0,0,0,0,5.556,5.556,0,0,0,0,5.556,0,0,5.556,0,5.556,0,5.556,0,5.556,0,5.556,0,0,5.556,11.111,5.556,5.556,0,5.556,0,0,0,0,5.556,0,0,0,5.556,0,0,0,5.556,0,5.556,0,0
sponge,IRC3_bin_35,0,2.0,0,0,4.0,0,8.0,2.0,2.0,2.0,0,0,0,4.0,0,0,2.0,0,2.0,0,4.0,2.0,2.0,0,0,2.0,2.0,0,4.0,2.0,0,2.0,0,0,6.0,4.0,0,2.0,0,0,0,0,0,0,0,0,6.0,0,0,34.0
sponge,COS36387_bin_11,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,16.667,0,0,8.333,0,0,0,8.333,0,0,0,0,0,8.333,0,8.333,0,0,8.333,0,0,0,0,8.333,0,0,0,0,0,0,8.333,8.333,0
sponge,IRC1_bin_3,0,5.556,0,0,5.556,0,0,5.556,0,0,0,0,0,5.556,0,0,5.556,5.556,5.556,5.556,5.556,0,0,0,0,0,5.556,0,0,0,0,5.556,0,0,0,5.556,0,5.556,0,0,0,0,0,0,0,0,11.111,0,0,16.667
sponge,IRC3_bin_21,0,2.439,0,0,17.073,0,4.878,2.439,2.439,2.439,0,2.439,0,2.439,0,0,4.878,0,0,0,2.439,0,2.439,0,0,4.878,0,0,0,0,0,2.439,2.439,0,0,4.878,0,2.439,0,0,0,0,0,7.317,0,0,2.439,2.439,2.439,21.951
sponge,RHO3_bin_67,0,3.704,0,0,7.407,0,0,3.704,3.704,7.407,0,0,0,3.704,0,0,3.704,3.704,0,7.407,0,0,0,0,3.704,3.704,3.704,0,0,0,0,0,0,0,7.407,7.407,0,0,0,0,0,0,0,0,3.704,0,11.111,0,0,14.815
sponge,RHO3_bin_73,0,0,0,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,7.692,0,7.692,0,7.692,0,0,0,7.692,0,0,7.692,0,0,0,0,0,7.692,0,7.692,0,0,0,0,0,0,7.692,0,0,0,0,0,0,23.077
